Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,IncomeCategory,ExperienceCategory,PromotionRiskScore,OT_Score,AttritionRiskScore
24,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,4,Female,97,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,Young,Low Income,Beginner,1,1,14.346153846153847
30,Yes,Travel_Frequently,164,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25440,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,Mid,Low Income,Beginner,2,0,6.6288191577208915
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,33,4,2,Manufacturing Director,4,Married,5472,3376,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,Mid,Medium Income,Intermediate,3,0,2.827485380116959
24,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,Young,Low Income,Beginner,2,0,8.079967360261119
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,1,3,2,2,2,2,Veteran,Medium Income,Experienced,4,0,5.3584905660377355
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,Veteran,High Income,Expert,7,0,2.9091735612328393
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,5,3,2,2,2,1,Senior,Medium Income,Intermediate,4,0,5.498800719568259
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,20,6,9,8,Senior,High Income,Expert,13,0,1.2848061528802386
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,Mid,Medium Income,Beginner,4,0,3.365744026496333
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,Mid,Medium Income,Beginner,2,0,7.552974214960429
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90,3,4,Manager,3,Married,17856,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,Senior,High Income,Expert,4,0,3.0600358422939067
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,Veteran,Low Income,Intermediate,1,0,8.701680672268907
54,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,28,4,3,5,3,4,3,Veteran,High Income,Expert,8,1,6.728544368352033
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,Senior,Medium Income,Experienced,2,0,7.593364036005862
54,No,Travel_Frequently,164,Research & Development,18,4,Medical,1,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,Veteran,Medium Income,Experienced,8,1,15.566170712607674
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,4,Research Director,3,Divorced,17856,20284,1,Y,No,22,4,2,80,2,21,3,3,20,11,5,10,Senior,High Income,Expert,9,0,4.060035842293907
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,Senior,High Income,Experienced,2,1,7.957513481999708
26,Yes,Non-Travel,265,Sales,26,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,5,3,2,2,2,2,Mid,Medium Income,Intermediate,4,0,15.012477359629704
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,4,Manager,4,Married,17856,25440,1,Y,No,15,3,4,80,1,28,3,3,20,11,6,9,Veteran,High Income,Expert,10,0,1.5600358422939067
44,No,Travel_Rarely,1425,Sales,26,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,9,10,Senior,High Income,Expert,13,1,18.75075075075075
50,No,Non-Travel,164,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,10,Veteran,Medium Income,Experienced,2,0,2.075547502757208
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,11,9,10,Senior,Low Income,Experienced,10,0,11.645643456069996
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,20,6,2,8,Senior,High Income,Expert,5,1,16.919117647058822
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,Mid,Low Income,Beginner,3,0,8.269854824935951
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Senior,High Income,Expert,5,0,6.06657223796034
32,No,Non-Travel,1109,Research & Development,26,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,8,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,Mid,Medium Income,Intermediate,8,0,15.48447204968944
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Mid,High Income,Experienced,2,0,1.5282776349614395
54,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Veteran,High Income,Experienced,3,1,6.34005376344086
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Senior,Low Income,Intermediate,1,0,16.59347726228755
53,No,Travel_Frequently,164,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,28,2,3,15,7,6,10,Veteran,High Income,Expert,9,0,2.3289036544850497
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Senior,Medium Income,Intermediate,2,0,9.568680182043856
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2097,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Mid,Low Income,Intermediate,2,1,10.768717215069145
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Mid,Low Income,Beginner,1,1,14.504504504504505
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,2097,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,Mid,Low Income,Beginner,1,0,9.768717215069145
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,3376,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,Senior,Low Income,Intermediate,3,0,5.044842254519674
50,No,Travel_Rarely,1425,Research & Development,2,4,Medical,1,1061,2,Male,62,3,4,Research Director,3,Married,17856,12853,2,Y,Yes,11,3,4,80,1,28,2,2,8,1,7,7,Veteran,High Income,Expert,11,1,6.560035842293907
37,No,Travel_Rarely,164,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Senior,Medium Income,Intermediate,2,0,3.9348672997321645
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,Senior,High Income,Intermediate,9,0,14.191043353978085
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2097,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,Mid,Low Income,Beginner,2,0,5.268717215069146
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,4,Research Director,4,Divorced,17856,21445,8,Y,No,17,3,4,80,2,23,1,3,2,2,2,2,Veteran,High Income,Expert,6,0,1.0600358422939067
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,Veteran,High Income,Experienced,10,0,1.9358038555118848
54,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,Veteran,Low Income,Experienced,1,0,7.899048266485384
36,No,Travel_Rarely,796,Research & Development,12,4,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,Senior,High Income,Experienced,10,0,7.128923007450892
54,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,28,3,4,9,7,6,2,Veteran,High Income,Expert,10,0,1.5968011458582
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,Senior,High Income,Experienced,3,0,13.426097425449157
24,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,Young,Low Income,Beginner,1,1,13.804778303917349
24,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,2097,17258,1,Y,No,13,3,1,80,0,1,5,2,1,0,1,0,Young,Low Income,Beginner,2,0,9.768717215069145
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,22,4,1,80,3,19,2,3,16,11,1,7,Veteran,Medium Income,Experienced,3,1,11.166847237269772
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,8,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,Veteran,Low Income,Experienced,3,1,11.063388866314506
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,Mid,High Income,Intermediate,4,0,13.146526026140794
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,Mid,Medium Income,Intermediate,2,0,3.0284450063211126
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,Mid,High Income,Intermediate,2,0,11.004318569850357
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,Senior,Low Income,Intermediate,1,0,6.4620853080568725
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Senior,High Income,Experienced,4,0,9.633401337413577
40,No,Travel_Rarely,1425,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,25440,4,Y,No,20,4,4,80,1,14,5,3,11,10,9,1,Senior,High Income,Experienced,12,0,10.968804495252858
27,No,Non-Travel,1277,Research & Development,8,4,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,Mid,Medium Income,Beginner,2,0,6.164033758926639
54,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,Veteran,High Income,Expert,4,0,1.9110787172011663
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,Mid,Medium Income,Intermediate,3,0,7.73224043715847
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,3376,8,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Senior,High Income,Expert,6,0,1.4540164090822363
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,Mid,High Income,Intermediate,4,0,3.904691670178396
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,Mid,High Income,Intermediate,7,1,8.043623460655395
33,Yes,Travel_Frequently,827,Research & Development,26,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,3376,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,Mid,Medium Income,Experienced,5,0,15.218278615794144
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,Mid,Low Income,Beginner,3,0,12.031037607612143
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,Mid,High Income,Intermediate,2,0,2.7893243940175347
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,Senior,High Income,Intermediate,2,1,11.493875112040634
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,33,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,Young,Medium Income,Intermediate,6,1,9.70929287455974
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,1,2,1,1,0,0,Mid,Low Income,Beginner,1,0,14.706983592763988
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,3376,4,Y,Yes,20,4,2,80,0,5,1,3,2,2,2,2,Mid,Low Income,Beginner,3,1,21.82338953739732
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,20,6,9,7,Senior,High Income,Expert,13,0,1.5660911406736484
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Mid,Low Income,Beginner,1,0,4.352080123266564
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,1,0,0,0,Veteran,Medium Income,Beginner,2,1,7.615059221658207
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,33,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,Mid,Medium Income,Beginner,2,0,5.824500232450023
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,1,0,0,0,Mid,Low Income,Intermediate,1,0,4.856831151393084
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,Veteran,High Income,Expert,6,0,1.0922416345869115
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,10,Senior,Medium Income,Experienced,6,0,6.287949222242088
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,Veteran,High Income,Experienced,7,0,4.4573958831977025
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,Senior,High Income,Intermediate,5,1,11.1441647597254
29,No,Travel_Rarely,1107,Research & Development,26,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,25440,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,Mid,Low Income,Experienced,2,0,16.977724741447894
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,Mid,High Income,Intermediate,4,0,2.8063357282821686
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,Veteran,High Income,Expert,8,0,2.072573718866304
38,No,Travel_Rarely,164,Sales,2,2,Marketing,1,1125,4,Male,33,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,Senior,High Income,Intermediate,3,0,2.36035913481159
43,No,Travel_Frequently,1082,Research & Development,26,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,Senior,High Income,Experienced,3,0,13.924214417744917
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,9,5,Senior,High Income,Expert,13,0,1.8217602103706139
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,4,Research Director,3,Single,17856,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,Senior,High Income,Expert,8,0,7.560035842293907
24,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,2097,25326,1,Y,Yes,11,3,3,80,0,2,5,4,2,2,2,2,Young,Low Income,Beginner,3,1,10.268717215069145
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,8,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Senior,High Income,Intermediate,2,0,5.974491300501327
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,1,3,11,9,0,9,Senior,High Income,Experienced,2,0,10.285512276642242
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,Mid,Low Income,Beginner,3,0,13.582945180938731
28,No,Travel_Rarely,1425,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,Mid,Low Income,Intermediate,1,0,4.124023742580444
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,Mid,Medium Income,Beginner,2,0,7.512882447665056
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,Veteran,High Income,Expert,6,0,4.762195121951219
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,Mid,Medium Income,Beginner,2,0,3.479543763947434
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,Mid,Low Income,Intermediate,2,0,8.038590094196293
42,No,Travel_Rarely,188,Research & Development,26,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,Senior,Medium Income,Experienced,2,0,15.340823970037453
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,Mid,Medium Income,Intermediate,3,1,10.977848101265822
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,Senior,Low Income,Intermediate,6,0,4.016174402250352
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,Mid,Low Income,Beginner,1,1,11.699593044765075
24,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,2097,13556,1,Y,No,12,3,4,80,0,1,1,3,1,0,0,0,Young,Low Income,Beginner,1,0,8.768717215069145
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Mid,High Income,Intermediate,2,1,10.715953307392995
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,Senior,Medium Income,Intermediate,1,1,13.09819555182543
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Mid,Low Income,Beginner,3,0,11.331417624521073
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,Senior,Medium Income,Intermediate,3,0,14.244896178677369
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,1,3,4,2,2,2,Mid,Low Income,Beginner,3,0,6.938558487593541
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,Mid,Medium Income,Intermediate,3,0,6.250087504375219
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,97,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,Mid,Medium Income,Intermediate,2,0,6.313208420078649
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,Mid,High Income,Experienced,6,0,12.863140676117775
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,8,Y,No,17,3,3,80,0,20,3,2,18,7,2,10,Senior,High Income,Experienced,5,0,5.240795614489962
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,3376,0,Y,Yes,12,3,2,80,0,22,2,2,20,9,9,10,Senior,High Income,Expert,13,1,11.726849832824538
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,3376,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,Senior,Medium Income,Intermediate,3,0,3.939864209505335
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,Mid,Low Income,Intermediate,2,0,4.928697962798937
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,Young,Low Income,Intermediate,2,0,14.780094523213789
